member_id,loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,desc,purpose,title,addr_state,last_pymnt_d,last_pymnt_amnt
1297994,10000,10000, 36 months,7.9,312.91,A,CITCO Fund Services,2 years,RENT,72500,Verified,Dec-2011,Fully Paid,  Borrower added on 12/09/11 > Consolidation Facility is for refinancing purpose with fixed payments and loan tenor.<br>,credit_card,Consolidation Facility,NY,Dec-2014,318.38
1298164,1000,1000, 36 months,14.65,34.5,C,,n/a,RENT,18408,Not Verified,Dec-2011,Charged Off,,major_purchase,Myloan,NJ,Jan-2012,34.5
1298000,14000,14000, 36 months,7.9,438.07,A,Mineral Wells ISD,2 years,RENT,30000,Source Verified,Dec-2011,Fully Paid,"  Borrower added on 12/15/11 > I have NEVER skipped a payment on any of my bills.  This loan, in full amount, will not create a burden of a payment because I will be switching from a HIGH interest rate-same payment rate-to a LOW interest rate-same payment.  I will feel better knowing that my money is actually being used for what it is intended!<br>",debt_consolidation,Debt Free,TX,Jun-2013,7854.53
1298144,8500,8500, 36 months,14.27,291.63,C,Costco Pharmacy,9 years,RENT,50000,Source Verified,Dec-2011,Charged Off,,debt_consolidation,Debt Consolidation Loan,PA,Jul-2012,291.63
1288418,15000,14248.3068198, 60 months,19.03,389.36,E,JP Morgan Chase,9 years,RENT,75000,Source Verified,Dec-2011,Fully Paid,"  Borrower added on 12/09/11 > For debt consolidation, stable job/career<br>",debt_consolidation,Personal,FL,Aug-2015,5880.48
1298139,4500,4500, 36 months,15.96,158.12,C,M and T Bank,5 years,MORTGAGE,65000,Not Verified,Dec-2011,Fully Paid,,other,Personal Loan,NY,Feb-2014,1636.76
1297966,3000,3000, 36 months,7.51,93.34,A,northstar fire protection,10+ years,MORTGAGE,65000,Not Verified,Dec-2011,Fully Paid,  Borrower added on 12/09/11 > x-mas<br>,major_purchase,loan,TX,Dec-2014,100.23
1268159,10000,10000, 36 months,9.91,322.25,B,Borgata Hotel and casino,4 years,MORTGAGE,120000,Source Verified,Dec-2011,Fully Paid,"""I bought a duplex in june. The only thing left to renovate is the roof and redo the sidewalk and drive way. I am secure in my job, never had any trouble with debts.""""I bought a duplex in june. The only thing left to renovate is the roof and redo the sidewalk and drive way. I am secure in my job, never had any trouble with debts."" Borrower added on 12/10/11 > Loan was relisted because my employer held verification of employment for me to sign but didnt contact me.<br>",home_improvement,roof,NJ,Dec-2014,339.84
1298118,21250,21225, 60 months,16.77,525.5,D,paradise locker meats,5 years,MORTGAGE,42500,Verified,Dec-2011,Fully Paid,,debt_consolidation,debt consolidation,MO,Sep-2015,7681.95
1258841,33425,19010.8212185, 60 months,13.49,475.63,C,Travelers insurance,2 years,MORTGAGE,75000,Source Verified,Dec-2011,Charged Off,  Borrower added on 12/09/11 > Debt consolidation<br>,debt_consolidation,Debt Consolidation Loan,NY,Feb-2015,1370.08
1288798,35000,32763.0551996, 60 months,19.42,916.03,E,"Skanska USA Civil West, Inc",8 years,RENT,195000,Verified,Dec-2011,Current,,debt_consolidation,Debt Consolidation Loan,WA,Dec-2015,916.03
1298120,7200,7200, 36 months,15.27,250.55,C,Department of Veterans Affairs,4 years,RENT,54990,Verified,Dec-2011,Fully Paid,,debt_consolidation,Last Loan,TX,Jun-2014,1708.04
1297930,18000,17836.580601, 60 months,11.71,397.77,B,Di-Matrix,< 1 year,RENT,40000,Source Verified,Dec-2011,Charged Off,,debt_consolidation,My Freedom loan,AZ,Dec-2013,397.77
1268179,23000,23000, 36 months,7.9,719.68,A,Providence Health Network,2 years,MORTGAGE,137000,Source Verified,Dec-2011,Fully Paid,  Borrower added on 12/13/11 > I plan to use the loan for debt consolidation. It will pay off higher interest accounts and I will be debt free in 3 years. <br>,debt_consolidation,Debt Solution,TX,Jul-2012,19664.2
1298122,20000,19523.2077364, 60 months,16.77,494.59,D,US Postal Service,10+ years,RENT,60000,Verified,Dec-2011,Charged Off,"  Borrower added on 12/10/11 > I plan to use the funds to consolidate my debt.  I will make my monthly payment on time.  I work at the United States Postal Service for 15 years and until I retire.<br><br>  Borrower added on 12/19/11 > working for the United States Postal Service for 15 years, i can say that my job is stable...i will never be out of work...getting this loan will help me pay off my credit card bill faster and help me get back on my feet<br>",debt_consolidation,debt free,CA,Nov-2014,494.59
1296684,6000,6000, 60 months,17.58,151,D,Miguel Rodriguez Agency,3 years,RENT,30120,Not Verified,Dec-2011,Current,,debt_consolidation,Credit card debt,NY,Dec-2015,151
1296072,7000,7000, 36 months,8.9,222.28,A,,1 year,RENT,46000,Verified,Dec-2011,Fully Paid,  Borrower added on 12/09/11 > This loan is for eliminating high interest credit card accounts.<br>I'm a reliable borrower paying every account consistently on time every month. My monthly budget is 2800.00.  This loan would reduce my monthly budget by about 150.00.  Stable employment all of my life.<br>,credit_card,Credit Card Loan,VA,Dec-2014,232.27
1296094,21000,20975, 36 months,12.69,704.45,B,Merrill Lynch,8 years,MORTGAGE,135000,Verified,Dec-2011,Fully Paid,,debt_consolidation,Short Term Loan,OH,Jul-2013,11650.08
1296491,8250,8250, 36 months,7.51,256.67,A,,n/a,MORTGAGE,31500,Verified,Dec-2011,Fully Paid,"  Borrower added on 12/09/11 > i am looking ro conslidate my credit card debts,and i have always made on time payments to my creditors<br>",debt_consolidation,do over,MD,Dec-2014,278.92
1296671,13000,13000, 36 months,9.91,418.93,B,United Airlines,10+ years,RENT,65000,Verified,Dec-2011,Fully Paid,,credit_card,betterrate,CA,Dec-2013,5207.35
1296470,18000,18000, 36 months,6.62,552.67,A,"Fortress Analytics, Inc.",2 years,MORTGAGE,78000,Not Verified,Dec-2011,Fully Paid,  Borrower added on 12/09/11 > Taking basic Financial Peace University course and working to get out of debt.  Consolidating three high interest credit cards with this loan.  Looking forward to the day when I will be able to invest funds to help others do the same.<br>,debt_consolidation,Debt Consolidation Loan,TX,Dec-2014,574.46
1296648,7200,7175, 36 months,6.03,219.14,A,tampa bay rays baseball,5 years,MORTGAGE,60000,Not Verified,Dec-2011,Fully Paid,,other,personal loan,AZ,Sep-2014,873.09
1296451,16500,16500, 36 months,8.9,523.93,A,Associated Fresh Market,10+ years,RENT,48000,Not Verified,Dec-2011,Fully Paid,  Borrower added on 12/09/11 > Credit card refinance that keeps me within my budget and allows me to pay-off my high interest credit cards in a set time frame.<br>,credit_card,CC Refinance,UT,May-2013,9783.86
1273136,8125,8125, 36 months,7.9,254.24,A,Small Wonders Big Ideas Family,< 1 year,RENT,25000,Not Verified,Dec-2011,Fully Paid,  Borrower added on 12/09/11 > Pay off my small bills<br>,debt_consolidation,Pay Bills,IL,Dec-2014,262.23
1296438,18800,18750, 36 months,7.51,584.89,A,"Park West Landscape, Inc.",3 years,MORTGAGE,82000,Verified,Dec-2011,Fully Paid,  Borrower added on 12/12/11 > I'm using the money to consolidate a couple of loans with higher interest rates.  My goal is to payoff this loan in 2.5 years.  I a have a stable job with a growing company.<br>Thanks  <br>,debt_consolidation,Debt Consolidation,CA,Dec-2014,594.74
1296635,26800,26800, 36 months,19.03,982.79,E,At&T,10+ years,MORTGAGE,82000,Source Verified,Dec-2011,Fully Paid,,credit_card,Credit Card,CA,Dec-2012,20489.14
1296419,19200,19200, 36 months,7.9,600.78,A,Georgia Pacific of  Muskogee,5 years,MORTGAGE,42000,Verified,Dec-2011,Fully Paid,,debt_consolidation,Debt Consolidation,OK,Dec-2013,7516.94
1294709,12875,8184.32017993, 60 months,17.58,213.28,D,SALTER LABS,3 years,RENT,27600,Verified,Dec-2011,Fully Paid,  Borrower added on 12/09/11 > Credit cards have a high intrest rate.<br>,debt_consolidation,MONEY TREE,CA,Feb-2014,5908.59
1293876,4000,4000, 36 months,12.42,133.67,B,"Herdman, Summers, and George, LLP",5 years,MORTGAGE,38000,Not Verified,Dec-2011,Fully Paid,,credit_card,Credit Consolidation,OH,Aug-2012,3326.13
1282549,4000,4000, 36 months,16.29,141.21,D,National Bank of California,4 years,RENT,35000,Not Verified,Dec-2011,Fully Paid,"  Borrower added on 12/02/11 > I want to pay off all my debt that is concentrated on credit cards, I always pay on time but my credit cards rate are too high and I think is a good idea to get this loan so I will be able to pay less interest, I am planning to make payments more than the minimum payment.<br>Borrower added on 12/02/11 > I want to pay off all my debt that is concentrated on credit cards, I always pay on time but my credit cards rate are too high and I think is a good idea to get this loan so I will be able to pay less interest, I am planning to make payments more than the minimum payment.<br>",debt_consolidation,Pay Off Debt,CA,Jul-2014,824.36
1296397,12000,12000, 36 months,9.91,386.7,B,MILLENNIUM BILTMORE HOTEL,10+ years,OWN,33000,Not Verified,Dec-2011,Fully Paid,  Borrower added on 12/09/11 > TO PAY CREDIT CARD OFF.<br><br> Borrower added on 12/09/11 > TO PAY OFF CREDIT CARD<br><br> Borrower added on 12/09/11 > PAY OFF CREDIT CARD .<br> Borrower added on 12/14/11 > paying credit card off<br><br>  Borrower added on 12/17/11 > to pay off  high interest credit card.i plan to used the loan to pay off high<br>interest credit cards.i have been working at the same job for many years and plan to continue working at the same job. i am very greatful for the loan and to all the investors who have help me with this loan. thank you .<br>,credit_card,Credit Card,CA,Jul-2014,2286.28
1296581,2625,2625, 36 months,11.71,86.83,B,walgreens,10+ years,MORTGAGE,52800,Not Verified,Dec-2011,Fully Paid,,medical,medical,NV,Jan-2015,6.4
1296299,18000,17387.6797446, 60 months,13.49,414.09,C,WalMart,10+ years,MORTGAGE,40900,Verified,Dec-2011,Current,,debt_consolidation,Debt Consolidation,AR,Dec-2015,414.09
1294499,7000,7000, 36 months,9.91,225.58,B,"L. Robert Kimball & Assoc,Inc.",10+ years,RENT,73882,Not Verified,Dec-2011,Fully Paid,,debt_consolidation,Debt Consolidation,PA,Dec-2014,236.31
1294119,11300,11300, 36 months,12.69,379.06,B,California Pizza Kitchen,7 years,MORTGAGE,36000,Not Verified,Dec-2011,Fully Paid,  Borrower added on 12/09/11 > helping get out of debt....<br>,credit_card,Credit Card,FL,Mar-2013,7497.46
1296535,4000,4000, 36 months,9.91,128.9,B,California Department of Corrections ,10+ years,MORTGAGE,130000,Source Verified,Dec-2011,Fully Paid,  Borrower added on 12/09/11 > Our family's bigggest thanks!<br>,debt_consolidation,Rod Family Finance ,CA,Sep-2014,516.99
1296372,8000,8000, 36 months,6.03,243.49,A,BMW Manufacturing,10+ years,MORTGAGE,57200,Not Verified,Dec-2011,Fully Paid,  Borrower added on 12/09/11 > pay off credit cards<br> Borrower added on 12/10/11 > pay off credit cards<br>,debt_consolidation,Debt Consolidation,SC,Apr-2013,4868.26
1296522,14400,14400, 36 months,18.25,522.41,D,NAVFAC/Naval Station Newport,5 years,RENT,51871,Verified,Dec-2011,Charged Off,  Borrower added on 12/09/11 > The loan will be used to consolidate my debt and begin a new in 2012.  I have been working for the government for over 5 years and at some point would like to further my education.  I am very good about being on time with payments and take this very seriously.  The payment presented works great for my budget and may be able to get it paid off even earlier.  This loan would really be a great new beginning and allow me to go back to school and further my career.  Thank you to all who inquire and best wishes for the new year!<br>,debt_consolidation,2012 New Beginnings,RI,Feb-2013,522.41
1296554,4375,4375, 36 months,12.42,146.2,B,North Coast ag systems,2 years,OWN,15000,Verified,Dec-2011,Fully Paid,,debt_consolidation,Debt relief ,CA,Dec-2014,152.4
1296543,4100,4100, 36 months,7.51,127.56,A,U.S. Department of Veteran Affairs,9 years,MORTGAGE,70197,Not Verified,Dec-2011,Fully Paid,  Borrower added on 12/12/11 > Credit Cards<br>,credit_card,Miscellaneous,LA,Aug-2014,638.01
1296352,6000,6000, 36 months,8.9,190.52,A,Lorain County Common Pleas Court,7 years,RENT,47000,Verified,Dec-2011,Fully Paid,  Borrower added on 12/09/11 > to help a family member in need<br><br> Borrower added on 12/09/11 > Sorry...reason for this loan is Home Improvement<br>,other,Personal Loan,OH,Dec-2014,199.26
1296355,4200,4200, 60 months,17.27,105,D,physicians surgery center of tempe,9 years,RENT,43000,Source Verified,Dec-2011,Charged Off,"  Borrower added on 12/09/11 > job is stable<br><br> Borrower added on 12/09/11 > been with my job for almost 10 years, want to pay off credit cards etc<br>",debt_consolidation,Credit Card Consolidation,AZ,Apr-2015,105
1296051,4000,4000, 36 months,6.62,122.82,A,Gentiva Health Services,6 years,MORTGAGE,120000,Source Verified,Dec-2011,Fully Paid,,home_improvement,Hot tub,NC,Aug-2012,1918.67
1296348,3000,3000, 36 months,10.65,97.72,B,ADP,10+ years,MORTGAGE,86004,Not Verified,Dec-2011,Charged Off,,other,Lending Club,NJ,Sep-2013,97.72
1289131,5400,5400, 36 months,12.69,181.15,B,Ericsson,10+ years,MORTGAGE,75000,Not Verified,Dec-2011,Fully Paid,  Borrower added on 12/09/11 > Motorcycle<br>,car,Motorcycle,TX,Aug-2013,2844.38
1296342,15000,15000, 36 months,16.29,529.51,D,Bentall Kennedy,1 year,RENT,110000,Verified,Dec-2011,Charged Off,  Borrower added on 12/09/11 > I need a short-term loan for my business. I am looking to raise the necessary capital without selling my existing investments.<br><br>Thank you.<br><br>,small_business,Short-Term Business Loan,TX,Feb-2012,529.51
1294695,20000,19523.4219167, 60 months,18.64,514.86,E,cardinal logistics,3 years,MORTGAGE,80000,Source Verified,Dec-2011,Fully Paid,  Borrower added on 12/09/11 > debt consolidation<br> Borrower added on 12/11/11 > i have a great job no problem paying loan very stable this loan is figured in to my monthly budget.<br>,debt_consolidation,my plan,AZ,Oct-2012,18326.72
1272109,10400,10400, 36 months,12.69,348.87,B,Nasoft USA,4 years,RENT,44000,Source Verified,Dec-2011,Fully Paid,  Borrower added on 12/09/11 > I have been working at nasoft going on my 5th year. i need this to pay off 2 credit cards. As you can see i have always paid the payments on time if you can see my credit history... but with this i know in three years maximum i can be debt free. I also have a car payment and that loan is up in sept of 2012... so after sept of 2012 i can pay more then the $350 a month. and after calculation id be paying for more then 10 years on both credit cards to pay off at minimum payments. and by the goal i have set. i can pay this of in 26 months... so 10 months before the 3 year plan.<br> Borrower added on 12/12/11 > Thank you<br>,credit_card,debt consolidation,CA,Dec-2014,375.39
1296086,4500,4500, 60 months,17.58,113.25,D,US Air Force,7 years,MORTGAGE,51600,Source Verified,Dec-2011,Fully Paid,  Borrower added on 12/09/11 > I have a lot of debt spread over several credit cards which I encured from remodeling my house. I would like to consolidate it all into one loan so that I may pay it down faster.<br>,debt_consolidation,Credit Card Consolidation,WA,Oct-2014,2554.52
1296083,11500,11500, 36 months,12.42,384.28,B,Fairmont Hotel,< 1 year,RENT,38500,Source Verified,Dec-2011,Fully Paid,,credit_card,Personal Loan,DC,Dec-2014,392.68
943135,10000,9975, 36 months,6.62,307.04,A,Beckman coulter,4 years,RENT,75000,Verified,Dec-2011,Fully Paid,,home_improvement,Renovation loan,FL,May-2013,5847.47
1296087,18225,13425, 60 months,13.49,309.42,C,applied IndustrialTechnoliges,10+ years,MORTGAGE,37320,Verified,Dec-2011,Fully Paid,"  Borrower added on 12/09/11 > I am applying for this loan because I want to consolidate my debts.  I feel like I am a good candidate for this loan.  My credit score is above 720.  I have been employed by the same company for eleven years, and it is a stable job that provides a stable income.  I take pride in the fact that I have never skipped a payment or been late for a payment before.  <br>",debt_consolidation,Bill loan,GA,Oct-2012,12102.24
1288586,3600,3600, 36 months,8.9,114.32,A,,10+ years,RENT,55000,Not Verified,Dec-2011,Fully Paid,  Borrower added on 12/05/11 > i am going to pay off and then cancel several credit cards with a higher interest rate<br>Borrower added on 12/05/11 > i am going to pay off and then cancel several credit cards with a higher interest rate<br>Borrower added on 12/05/11 > i am going to pay off and then cancel several credit cards with a higher interest rate<br>Borrower added on 12/05/11 > i am going to pay off and then cancel several credit cards with a higher interest rate<br>,debt_consolidation,FREEDOM,NY,Jun-2013,2037.38
1208718,18500,13250, 60 months,11.71,292.81,B,Cisco System Inc.,2 years,RENT,100000,Verified,Dec-2011,Fully Paid,  Borrower added on 12/16/11 > Making a investment in a property. Getting it for really less and hopefully worth an investment and should appreciate in near future.<br>,major_purchase,Personal Investment Loan,CA,Jun-2014,7889.73
1296075,16800,16775, 60 months,18.25,428.9,D,Colorado Department of Public Safety,10+ years,MORTGAGE,70000,Verified,Dec-2011,Fully Paid,"  Borrower added on 12/09/11 > Thanks for looking at my loan. I plan to use the loan to payoff higher interest rate credit cards that my family and I have used to pay for one-time medical costs. I'd rather have the extra money for my family than to pay a bank a high interest rate.<br><br>I recently tried speaking with my credit card companies about lowering my interest rates with them, but to no avail. Therefore I knew that Lending Club would be the best next step.<br><br>I believe that the best indicator of if someone is going to be responsible and payoff their loan is if they do not have any delinquencies. If a person has 0 delinquencies, to me this means that that person thinks that it is very important to pay their debts on time. You will see that I have 0 delinquencies because I hold my credit in such high regard.<br><br>I am ALWAYS ON TIME with my payments, as I have complete respect for my credit score, because I know how important it is for family (being able to provide housing, transportation, etc etc).<br><br>Again, thanks for looking at my loan. If you invest in my loan, I will ALWAYS be one of your &quot;Current&quot; notes!<br>",credit_card,Lower My Overall Interest Rate ,CO,Jun-2014,112.14
1296259,10000,10000, 36 months,17.27,357.88,D,MACYS,8 years,RENT,68000,Not Verified,Dec-2011,Charged Off,  Borrower added on 12/09/11 > I WANT TO PAY OFF CARDS AND HAVE ONE PAYMENT<br><br> Borrower added on 12/09/11 > I HAVE BEEN AT MY JOB FOR 7.5 YEARS<br>,debt_consolidation,PAYOFF,MT,Dec-2013,357.88
1296266,15000,15000, 36 months,18.25,544.17,D,Catholic Healthcare West,10+ years,MORTGAGE,66000,Not Verified,Dec-2011,Fully Paid,"  Borrower added on 12/09/11 > I want pay off Grand View timeshare in Las Vegas, and paydown high interest credit card, home improvement (lawn).<br>",debt_consolidation,Debt Consolidation Loan,CA,Feb-2013,10661.18
1288490,8000,8000, 36 months,11.71,264.61,B,jpmorgan chase,8 years,RENT,85000,Source Verified,Dec-2011,Fully Paid,,major_purchase,Loan 1,NJ,May-2012,7317.57
1295751,25000,17925, 60 months,16.77,443.89,D,Chase Bank,1 year,RENT,83004,Verified,Dec-2011,Fully Paid,  Borrower added on 12/10/11 > I have 5 active credit cards which I will be paying off and closing 3 of them.  I also have an auto loan that I will be paying off.  With this consolidation I will be saving over $350 a month.<br> Borrower added on 12/12/11 > I have a stable job and have been employed time for the last 11 years. <br>,debt_consolidation,Debt Consolidation Loan,CA,Jul-2012,16993.32
1288982,16000,16000, 36 months,7.9,500.65,A,"Gugino & Mortimer, PLC",1 year,RENT,51000,Source Verified,Dec-2011,Charged Off,  Borrower added on 12/09/11 > The purpose fo this loan is to consolidate three credit cards. My husband and I have three Chase credit cards that we want to consolidate into one payment and save on interest. <br>,debt_consolidation,Pay off Chase,AZ,Oct-2013,500.65
1296245,8000,8000, 36 months,10.65,260.59,B,Contractor's Cargo,2 years,RENT,55000,Source Verified,Dec-2011,Fully Paid,,debt_consolidation,Debt Consolidation Loan,CA,Apr-2013,5025.51
1296244,7200,7200, 36 months,7.51,224,A,Bank of America,10+ years,MORTGAGE,47000,Source Verified,Dec-2011,Fully Paid,  Borrower added on 12/09/11 > Debt Consolidation<br>,debt_consolidation,Debt Consolidation Loan,VA,Dec-2014,239.21
1295527,12000,12000, 36 months,7.51,373.33,A,companion hospice,4 years,RENT,86000,Source Verified,Dec-2011,Fully Paid,,debt_consolidation,unique,CA,Oct-2013,967.21
1296012,2200,2200, 36 months,15.27,76.56,C,Regent care center,10+ years,OWN,48000,Not Verified,Dec-2011,Charged Off,,debt_consolidation,Truck repair,TX,Jul-2012,76.56
1295991,20000,19975, 60 months,12.69,451.9,B,,10+ years,RENT,49000,Verified,Dec-2011,Current,"  Borrower added on 12/09/11 > Thank you <br> Borrower added on 12/13/11 > I need those many to fix my apartment .and I pramis am gone pay back on time ,or before time. Thank you so much .<br><br> Borrower added on 12/13/11 > I Ned those many to fix my apartment. I pramis am gone pay back on time ,or before time expire.thank you very Mach.<br><br>  Borrower added on 12/16/11 > Hi I like to have this loan before holidays to fix my apartment .i promis I will pay on time .thank you so much .and happy holidays to Oll of you<br>",other,Fixin my apartment,NY,Dec-2015,451.9
1292769,28000,28000, 60 months,12.42,628.81,B,Roth Marz Partnership,4 years,MORTGAGE,85000,Source Verified,Dec-2011,Fully Paid,"  Borrower added on 12/09/11 > We are looking to consolidate a couple credit cards that have recently jacked up our interest rates to unreasonable levels.  Just because we have a good credit record, they feel they can make us pay higher rates to accomodate their bad spending habits.  We appreciate your confidence in us.  I hope you will see that we are never late on payments, always pay above the minimum balance and have the financial backing to support this debt.  FYI, the cards we pay off will absolutely be closed.  We have already ceased using them.  Thanks again..<br>",debt_consolidation,Debt refinance,PA,Mar-2013,23160.52
1257143,6000,6000, 36 months,7.51,186.67,A,Little Rock Convention & Visitors Bureau,2 years,MORTGAGE,50000,Verified,Dec-2011,Fully Paid,"  Borrower added on 12/09/11 > I plan to use this loan to pay off a ridiculous high rate credit card and close that account. After a major change in my life, I am eager to take back control of my finances and build on my good credit score. I have worked in my professional field for nearly 20 years, and have a solid employment history, currently with a city agency that conyinues to grow. The monthly payment on this loan is easily within my budget, and it will be a huge relief to see less of my money going to crazy, high interest rates. I am also eager to remain a part of Lending Club beyond this loan, and see benefits of future investments here. Thank you for your consideration.<br>",debt_consolidation,Debt Consolidation Loan,AR,Dec-2014,201.76
1296216,25000,24975, 60 months,19.42,654.31,E,hudson national golf club,10+ years,RENT,105000,Verified,Dec-2011,Current,"  Borrower added on 12/09/11 > thank you , i approciate your help<br>",credit_card,personnel,NY,Dec-2015,654.31
1295979,8000,8000, 60 months,8.9,165.68,A,St. Johnland,1 year,RENT,51204,Not Verified,Dec-2011,Charged Off,,debt_consolidation,Debt Consolidation,NY,May-2014,34.32
1295334,14400,14400, 36 months,15.27,501.09,C,3 mile harbor boatyard,2 years,RENT,42996,Not Verified,Dec-2011,Fully Paid,"  Borrower added on 12/09/11 > need to pay off a personal loan, a bunch of bills and would like to finance a new car and have a big medical bill which is holding me back from going and getting medical insurance. <br>",debt_consolidation,Debt Consolidation Loan,NY,Feb-2012,14267.16
1294556,20000,13675, 60 months,19.03,355.62,E,,5 years,RENT,60000,Verified,Dec-2011,Fully Paid,,credit_card,anto cc,CA,Nov-2014,7663.24
1296185,25000,19925, 60 months,14.27,467,C,The Community College of Baltimore Count,10+ years,MORTGAGE,85000,Verified,Dec-2011,Current,  Borrower added on 12/09/11 > Thank you for your consideration of my loan request.  This loan will enable me to pay off my expensive credit card debt and see an actual end to those monthly payments. <br>,debt_consolidation,Debt Consolidation Loan,MD,Dec-2015,467
1295960,14050,14050, 36 months,8.9,446.14,A,Everest Entertainment,3 years,MORTGAGE,120000,Verified,Dec-2011,Fully Paid,"  Borrower added on 12/09/11 >  There are three primary purposes for this loan:<br><br>1. To pay off an old loan with an unfavourably high APR of 24.99%. The payoff amount for this loan is $4,039 (as of 12/22/11, the date this loan would potentially fund).<br><br>2. For home repairs. My condo received some water damage during Hurricane Irene, which was worsened by rain storms during the following months. The entire building was affected and the condo board is co-ordinating repairs to finish in Spring 2012, but in order to cover the costs of this, each unit owner is requested to pay a special assessment in January 2012. My share of this is $4,164.<br><br>3. The remainder of the loan is to finance home improvements which I plan to coincide with the repairs in order to take advantage of the contractors already being there, and save some money. I plan to add a room and upgrade my rusting old boiler for an on-demand one to be more energy efficient. Quotes I've received for this range from $4,000-$5,000, so the total loan amount leaves a little buffer in case of unforeseen extra costs during the work, which is usually the case when dealing with contractors!<br><br>I am an executive with a very stable job for a company that is well-insulated from the economic problems. It is also worth noting that I share my condo, so mortgage and bills are split, giving me a comfortable buffer in my disposable income to cover payments on this loan without any adverse affects.<br><br>Thank you in advance for your consideration!<br>",major_purchase,Loan Payoff and Home Improvement,NY,Dec-2013,5569.67
1296167,6000,6000, 36 months,13.49,203.59,C,Special Programming for Achievement Netw,10+ years,OWN,62691,Not Verified,Dec-2011,Fully Paid,  Borrower added on 12/09/11 > This loan will help me make a major car repair to the car I drive to work everday and to purchase a new hot water heater for our home.<br><br> Borrower added on 12/09/11 > This loan will help me make a major repair to the car I drive to work each day and to purchase a new hot water heater for our home.<br>,major_purchase,Home and car repair,AL,Jan-2015,213.5
1296158,16100,16075, 60 months,11.71,355.79,B,Akzo Nobel,< 1 year,MORTGAGE,36000,Verified,Dec-2011,Current,,debt_consolidation,Debt Consolidation Loan,PA,Dec-2015,355.79
1295948,35000,23225, 60 months,20.3,619.88,E,The Crexent Business Centers,3 years,OWN,85000,Verified,Dec-2011,Charged Off,"  Borrower added on 12/11/11 > Looking to consolidate debt so I can take care of my family and move forward with my business venture.  PLEASE CONSIDER!<br> Borrower added on 12/13/11 > Thank you for helping me with this request.  I urge you to fund the full amount as this will assist me going forward .  Thank you for your consideration!<br><br>  Borrower added on 12/18/11 > I need to consolidate my accounts as I am working on opening my our business.<br><br>  Borrower added on 12/19/11 > Dear Investors<br><br>With only 4 days left to fund my request, I hope you will be able to assist me.  I need your help in condolidating my bills.  I now take care of my father after my mothers death.  The the additional financial responsibility  I need to consolidate to make sure I can take care of him<br>",debt_consolidation,FREEDOM debt,FL,May-2012,619.88
1295942,10525,10525, 36 months,7.9,329.33,A,Pasadena city college,4 years,RENT,49668,Source Verified,Dec-2011,Fully Paid,  Borrower added on 12/14/11 > I am working to pay off credit card debt. My goal is to pay this off early. <br>,debt_consolidation,Citicard,CA,Jan-2014,1756.16
1296138,7200,7200, 36 months,15.96,252.99,C,Harrah's Resort,2 years,RENT,30000,Source Verified,Dec-2011,Fully Paid,,debt_consolidation,Consolidation,NJ,Dec-2014,265
1212630,18500,15775, 60 months,10.65,340.24,B,CNMI Government,10+ years,OWN,40000,Verified,Dec-2011,Fully Paid,"  Borrower added on 12/09/11 > This is the type of chance I have been dreaming off. With this loan I will be able to pay-off two loans that total $870 monthly payment versus this loan of $540 per month, realizing $330 in extra savings. I definitely can make this loan payment with ease. <br> Borrower added on 12/09/11 > Thank you Lending Club.<br> Borrower added on 12/10/11 > Additionally, this loan will help me have a piece of mind to be able to sustain the rise in cost of living, commodities and fuel prices coupled with a declining economy. The $330 savings per month will help balance my expenses and focus on my family needs. <br> Borrower added on 12/14/11 > Appreciate the investments thus far and thank you for believing in me. Your trust is sincere to me. Again, thank you Lending Club Members.<br><br>  Borrower added on 12/19/11 > I am humbled by your show of support in my time of need and I thank you all. Happy Holidays.<br><br>  Borrower added on 12/21/11 > I am confident that your return on investment will prosper as I am committed in making that happen by consistently making timely monthly payments on this loan. Again, thank you all Lending Club Members.<br>",debt_consolidation,Debt Consolidation,HI,Apr-2014,7374.76
1296115,12000,12000, 36 months,13.49,407.17,C,Kraft Foods,10+ years,MORTGAGE,40000,Verified,Dec-2011,Fully Paid,  Borrower added on 12/09/11 > Credit Card Payoff<br>,debt_consolidation,Debt Consolidation,AR,Mar-2013,7995.07
1295626,12000,12000, 36 months,11.71,396.92,B,Weiss Memorial Hospital,5 years,MORTGAGE,100000,Not Verified,Dec-2011,Fully Paid,,credit_card,payoff credit card,IL,Dec-2014,414
1295786,3000,3000, 36 months,11.71,99.23,B,"J. Chapman Inspections, Inc.",2 years,RENT,56312,Not Verified,Dec-2011,Fully Paid,,other,Pay Personal Loans,VA,Dec-2014,101.42
1289523,9500,9500, 36 months,16.29,335.36,D,US Postal Service,10+ years,RENT,54011,Source Verified,Dec-2011,Fully Paid,,debt_consolidation,DEBTCON,CA,Oct-2012,7643.38
1291803,19775,19775, 36 months,12.42,660.79,B,Bank of America,2 years,RENT,49110.32,Verified,Dec-2011,Fully Paid,,debt_consolidation,debt consolidation loan,CA,Jun-2013,11478.49
1291351,12000,11975, 60 months,14.65,283.28,C,Hawaiian Airlines,< 1 year,RENT,75000,Verified,Dec-2011,Charged Off,  Borrower added on 12/09/11 > Debt consolidation of IRS and State Taxes<br>,credit_card,Refinance,HI,Nov-2013,283.28
